product_id,industry_id,exposure_score,rank
0,16205,1,2281.0
0,16203,52,334.0
0,16206,50,345.0
0,16208,1,2282.0
0,16500,8,1870.0
0,16764,7,1933.0
0,16338,11,1648.0
0,16216,17,1237.0
0,16767,3,2158.0
0,16561,7,1934.0
0,16209,4,2115.0
0,16194,18,1186.0
0,16194,21,1034.0
0,16520,52,335.0
0,16217,35,562.0
0,16578,34,580.0
0,16520,27,802.0
0,16217,21,1035.0
0,16758,18,1187.0
0,16758,3,2159.0
0,16679,25,877.0
0,16193,4,2116.0
0,16193,10,1724.0
0,16195,34,581.0
0,16478,24,922.0
0,16446,31,671.0
0,16583,10,1725.0
0,16306,11,1649.0
0,16299,19,1120.0
0,16437,15,1359.0
0,16159,4,2117.0
0,16159,38,502.0
0,16166,28,765.0
0,16185,33,621.0
0,16186,33,622.0
0,16186,257,105.0
0,16227,24,923.0
0,16450,24,924.0
0,16226,18,1188.0
0,16228,16,1310.0
0,16740,19,1121.0
0,16227,34,582.0
0,16226,32,648.0
0,16450,32,649.0
0,16567,26,839.0
0,16583,17,1238.0
0,16179,274,79.0
0,16040,11,1650.0
0,16481,11,1651.0
0,16710,11,1652.0
0,16447,105,206.0
0,16125,20,1086.0
0,16126,13,1499.0
0,16408,13,1500.0
0,16583,13,1501.0
0,16448,109,197.0
0,16446,9,1797.0
0,16366,7,1935.0
0,16446,30,702.0
0,16583,15,1360.0
0,16509,14,1439.0
0,16253,28,766.0
0,16177,44,395.0
0,16184,44,396.0
0,16185,44,397.0
0,16588,45,387.0
0,16669,859,23.0
0,16669,1,2283.0
0,16159,11,1653.0
0,16693,13,1502.0
0,16159,1,2284.0
0,16421,14,1440.0
0,16628,2,2207.0
0,16130,21,1036.0
0,16571,11,1654.0
0,16086,9,1798.0
0,16361,29,736.0
0,16361,20,1087.0
0,16775,30,703.0
0,16475,29,737.0
0,16774,29,738.0
0,16774,91,226.0
0,16072,17,1239.0
0,16076,17,1240.0
0,16459,15,1361.0
0,16599,3,2160.0
0,16292,2,2208.0
0,16117,14,1441.0
0,16583,10,1726.0
0,16523,11,1655.0
0,16612,18,1189.0
0,16111,63,290.0
0,16111,15,1362.0
0,16111,212,140.0
0,16581,14,1442.0
0,16360,33,623.0
0,16645,19,1122.0
0,16322,7,1936.0
0,16244,6,1995.0
0,16244,12,1576.0
0,16608,9,1799.0
0,16644,9,1800.0
0,16438,20,1088.0
0,16410,4,2118.0
0,16102,40,461.0
0,16102,37,519.0
0,16244,34,583.0
0,16370,34,584.0
0,16361,13,1503.0
0,16361,10,1727.0
0,16102,43,411.0
0,16248,23,952.0
0,16660,39,483.0
0,16235,37,520.0
0,16120,25,878.0
0,16239,51,341.0
0,16240,51,342.0
0,16244,51,343.0
0,16102,33,624.0
0,16091,19,1123.0
0,16244,705,36.0
0,16244,22,992.0
0,16244,13,1504.0
0,16244,39,484.0
0,16244,56,312.0
0,16108,5,2058.0
0,16668,124,188.0
0,16246,123,189.0
0,16543,19,1124.0
0,16252,69,272.0
0,16544,69,273.0
0,16244,16,1311.0
0,16198,13,1505.0
0,16446,56,313.0
0,16110,316,70.0
0,16244,316,71.0
0,16244,16,1312.0
0,16244,1085,20.0
0,16244,31,672.0
0,16724,14,1443.0
0,16446,32,650.0
0,16339,16,1313.0
0,16446,6,1996.0
0,16107,46,374.0
0,16253,26,840.0
0,16669,3561,4.0
0,16668,3552,5.0
0,16266,3550,6.0
0,16669,253,111.0
0,16669,13,1506.0
0,16669,217,139.0
0,16669,81,250.0
0,16667,386,61.0
0,16668,386,62.0
0,16669,26,841.0
0,16669,72,269.0
0,16668,291,75.0
0,16668,159,159.0
0,16667,266,87.0
0,16669,266,88.0
0,16664,50,346.0
0,16669,50,347.0
0,16669,7,1937.0
0,16669,1,2285.0
0,16181,259,100.0
0,16252,256,106.0
0,16428,37,521.0
0,16264,39,485.0
0,16449,22,993.0
0,16246,34,585.0
0,16650,5,2059.0
0,16446,31,673.0
0,16450,32,651.0
0,16694,14,1444.0
0,16774,5,2060.0
0,16680,7,1938.0
0,16130,1,2286.0
0,16596,14,1445.0
0,16730,23,953.0
0,16268,18,1190.0
0,16284,12,1577.0
0,16572,2,2209.0
0,16159,11,1656.0
0,16159,134,183.0
0,16230,2,2210.0
0,16572,172,154.0
0,16708,1,2287.0
0,16708,19,1125.0
0,16708,20,1089.0
0,16581,21,1037.0
0,16286,11,1657.0
0,16169,1,2288.0
0,16212,36,540.0
0,16213,36,541.0
0,16214,36,542.0
0,16211,21,1038.0
0,16237,20,1090.0
0,16400,17,1241.0
0,16083,9,1801.0
0,16396,44,398.0
0,16292,15,1363.0
0,16745,11,1658.0
0,16244,18,1191.0
0,16059,21,1039.0
0,16377,21,1040.0
0,16302,39,486.0
0,16377,27,803.0
0,16581,18,1192.0
0,16296,10,1728.0
0,16159,4,2119.0
0,16186,261,95.0
0,16708,20,1091.0
0,16250,1,2289.0
0,16250,9,1802.0
0,16248,15,1364.0
0,16385,1,2290.0
0,16385,91,227.0
0,16397,3,2161.0
0,16519,3,2162.0
0,16398,5,2061.0
0,16669,24,925.0
0,16396,6,1997.0
0,16396,1,2291.0
0,16396,2,2211.0
0,16396,3,2163.0
0,16396,22,994.0
0,16396,8,1871.0
0,16712,6,1998.0
0,16712,3,2164.0
0,16549,13,1507.0
0,16049,859,24.0
0,16225,859,25.0
0,16332,12,1578.0
0,16518,5,2062.0
0,16517,3,2165.0
0,16520,3,2166.0
0,16165,27,804.0
0,16642,6,1999.0
0,16425,22,995.0
0,16159,10,1729.0
0,16561,13,1508.0
0,16561,23,954.0
0,16304,14,1446.0
0,16561,14,1447.0
0,16299,20,1092.0
0,16299,10,1730.0
0,16545,147,165.0
0,16306,145,167.0
0,16309,144,170.0
0,16306,177,151.0
0,16065,175,152.0
0,16068,174,153.0
0,16361,13,1509.0
0,16310,11,1659.0
0,16310,14,1448.0
0,16310,15,1365.0
0,16310,8,1872.0
0,16310,8,1873.0
0,16310,15,1366.0
0,16310,2,2212.0
0,16310,17,1242.0
0,16310,13,1510.0
0,16310,11,1660.0
0,16310,3,2167.0
0,16310,14,1449.0
0,16310,15,1367.0
0,16310,4,2120.0
0,16310,1,2292.0
0,16310,7,1939.0
0,16670,33,625.0
0,16384,34,586.0
0,16529,8,1874.0
0,16361,23,955.0
0,16158,6,2000.0
0,16604,18,1193.0
0,16056,16,1314.0
0,16603,20,1093.0
0,16056,15,1368.0
0,16056,3,2168.0
0,16194,20,1094.0
0,16194,15,1369.0
0,16498,25,879.0
0,16603,20,1095.0
0,16603,18,1194.0
0,16443,5,2063.0
0,16318,23,956.0
0,16317,15,1370.0
0,16318,5,2064.0
0,16122,3,2169.0
0,16322,12,1579.0
0,16322,12,1580.0
0,16315,15,1371.0
0,16322,6,2001.0
0,16324,16,1315.0
0,16631,7,1940.0
0,16111,35,563.0
0,16275,34,587.0
0,16524,34,588.0
0,16762,1,2293.0
0,16159,15,1372.0
0,16569,1,2294.0
0,16570,1,2295.0
0,16325,19,1126.0
0,16244,3,2170.0
0,16288,4,2121.0
0,16257,39,487.0
0,16327,39,488.0
0,16259,263,92.0
0,16322,29,739.0
0,16759,29,740.0
0,16090,5,2065.0
0,16734,8,1875.0
0,16081,38,503.0
0,16091,9,1803.0
0,16522,34,589.0
0,16651,16,1316.0
0,16391,8,1876.0
0,16081,35,564.0
0,16282,34,590.0
0,16283,34,591.0
0,16048,15,1373.0
0,16269,35,565.0
0,16465,14,1450.0
0,16650,140,174.0
0,16575,33,626.0
0,16103,1,2296.0
0,16111,194,145.0
0,16115,18,1195.0
0,16111,49,353.0
0,16103,8,1877.0
0,16445,18,1196.0
0,16445,31,674.0
0,16610,31,675.0
0,16580,6,2002.0
0,16583,31,676.0
0,16608,46,375.0
0,16608,15,1374.0
0,16330,13,1511.0
0,16705,11,1661.0
0,16330,13,1512.0
0,16331,5,2066.0
0,16042,12,1581.0
0,16331,1,2297.0
0,16229,9,1804.0
0,16333,1,2298.0
0,16552,28,767.0
0,16554,21,1041.0
0,16446,38,504.0
0,16159,37,522.0
0,16335,7,1941.0
0,16337,7,1942.0
0,16613,7,1943.0
0,16334,19,1127.0
0,16334,8,1878.0
0,16335,6,2003.0
0,16336,8,1879.0
0,16707,17,1243.0
0,16707,17,1244.0
0,16088,4,2122.0
0,16494,56,314.0
0,16493,38,505.0
0,16717,11,1662.0
0,16195,22,996.0
0,16231,12,1582.0
0,16319,8,1880.0
0,16341,16,1317.0
0,16706,4,2123.0
0,16319,2,2213.0
0,16707,13,1513.0
0,16348,29,741.0
0,16567,29,742.0
0,16740,29,743.0
0,16346,26,842.0
0,16740,27,805.0
0,16159,27,806.0
0,16350,5,2067.0
0,16349,4,2124.0
0,16349,11,1663.0
0,16349,3,2171.0
0,16407,6,2004.0
0,16406,11,1664.0
0,16407,10,1731.0
0,16290,9,1805.0
0,16407,15,1375.0
0,16407,2,2214.0
0,16407,10,1732.0
0,16201,6,2005.0
0,16558,6,2006.0
0,16558,9,1806.0
0,16181,27,807.0
0,16427,31,677.0
0,16099,41,443.0
0,16099,47,362.0
0,16446,28,768.0
0,16061,13,1514.0
0,16280,13,1515.0
0,16354,13,1516.0
0,16344,30,704.0
0,16739,41,444.0
0,16709,1,2299.0
0,16043,17,1245.0
0,16044,50,348.0
0,16583,12,1583.0
0,16509,3,2172.0
0,16051,8,1881.0
0,16569,14,1451.0
0,16569,34,592.0
0,16570,34,593.0
0,16581,508,46.0
0,16583,10,1733.0
0,16446,41,445.0
0,16379,7,1944.0
0,16637,9,1807.0
0,16291,9,1808.0
0,16580,19,1128.0
0,16581,7,1945.0
0,16583,5,2068.0
0,16580,1,2300.0
0,16583,1,2301.0
0,16580,20,1096.0
0,16582,24,926.0
0,16580,12,1584.0
0,16396,1,2302.0
0,16685,12,1585.0
0,16599,16,1318.0
0,16361,25,880.0
0,16361,18,1197.0
0,16583,19,1129.0
0,16583,34,594.0
0,16583,17,1246.0
0,16583,13,1517.0
0,16362,94,223.0
0,16631,94,224.0
0,16302,28,769.0
0,16372,1,2303.0
0,16373,1,2304.0
0,16364,25,881.0
0,16650,17,1247.0
0,16365,30,705.0
0,16111,9,1809.0
0,16244,28,770.0
0,16681,18,1198.0
0,16681,1,2305.0
0,16681,15,1376.0
0,16583,15,1377.0
0,16583,19,1130.0
0,16583,6,2007.0
0,16580,5,2069.0
0,16581,5,2070.0
0,16583,1,2306.0
0,16366,13,1518.0
0,16583,13,1519.0
0,16130,18,1199.0
0,16583,14,1452.0
0,16583,12,1586.0
0,16446,37,523.0
0,16446,41,446.0
0,16446,53,331.0
0,16100,40,462.0
0,16107,17,1248.0
0,16044,26,843.0
0,16367,103,211.0
0,16281,16,1319.0
0,16734,18,1200.0
0,16159,19,1131.0
0,16761,28,771.0
0,16159,16,1320.0
0,16374,9,1810.0
0,16525,25,882.0
0,16377,15,1378.0
0,16377,28,772.0
0,16173,32,652.0
0,16307,17,1249.0
0,16165,32,653.0
0,16756,1,2307.0
0,16757,1,2308.0
0,16707,1,2309.0
0,16133,21,1042.0
0,16133,18,1201.0
0,16450,27,808.0
0,16599,26,844.0
0,16600,14,1453.0
0,16186,25,883.0
0,16181,23,957.0
0,16569,15,1379.0
0,16051,14,1454.0
0,16570,14,1455.0
0,16169,24,927.0
0,16169,14,1456.0
0,16080,31,678.0
0,16383,30,706.0
0,16245,8,1882.0
0,16261,8,1883.0
0,16389,58,302.0
0,16375,57,307.0
0,16393,57,308.0
0,16081,45,388.0
0,16662,22,997.0
0,16663,22,998.0
0,16665,21,1043.0
0,16081,17,1250.0
0,16382,17,1251.0
0,16440,17,1252.0
0,16626,34,595.0
0,16081,22,999.0
0,16081,29,744.0
0,16446,48,359.0
0,16450,30,707.0
0,16081,622,42.0
0,16079,612,43.0
0,16446,612,44.0
0,16080,57,309.0
0,16080,23,958.0
0,16081,38,506.0
0,16081,30,708.0
0,16547,33,627.0
0,16450,39,489.0
0,16450,2,2215.0
0,16450,44,399.0
0,16446,403,52.0
0,16447,403,53.0
0,16450,403,54.0
0,16446,81,251.0
0,16450,81,252.0
0,16446,26,845.0
0,16724,1,2310.0
0,16353,14,1457.0
0,16394,27,809.0
0,16441,19,1132.0
0,16662,38,507.0
0,16392,8,1884.0
0,16394,8,1885.0
0,16081,3,2173.0
0,16407,11,1665.0
0,16479,19,1133.0
0,16244,164,157.0
0,16262,4,2125.0
0,16244,3,2174.0
0,16772,22,1000.0
0,16772,9,1811.0
0,16244,13,1520.0
0,16244,6,2008.0
0,16244,16,1321.0
0,16770,17,1253.0
0,16244,452,48.0
0,16772,452,49.0
0,16244,76,261.0
0,16333,17,1254.0
0,16248,9,1812.0
0,16446,46,376.0
0,16446,38,508.0
0,16486,4,2126.0
0,16669,250,119.0
0,16669,39,490.0
0,16669,15,1380.0
0,16669,26,846.0
0,16669,24,928.0
0,16669,33,628.0
0,16669,25,884.0
0,16667,6,2009.0
0,16667,7,1946.0
0,16186,250,120.0
0,16220,11,1666.0
0,16529,16,1322.0
0,16450,27,810.0
0,16544,51,344.0
14832,16724,24,1.0
0,16712,2,2216.0
0,16287,10,1734.0
0,16159,68,277.0
0,16303,17,1255.0
0,16669,16,1323.0
0,16450,42,432.0
0,16438,31,679.0
0,16322,8,1886.0
0,16399,13,1521.0
0,16399,5,2071.0
0,16399,10,1735.0
0,16163,102,212.0
0,16164,102,213.0
0,16306,15,1381.0
0,16089,14,1458.0
0,16219,8,1887.0
0,16555,1,2311.0
0,16408,19,1134.0
0,16279,15,1382.0
0,16640,23,959.0
0,16534,6,2010.0
0,16668,6,2011.0
0,16404,42,433.0
0,16531,47,363.0
0,16531,37,524.0
0,16535,47,364.0
0,16405,22,1001.0
0,16120,13,1522.0
0,16412,49,354.0
0,16759,24,929.0
0,16162,1,2312.0
0,16323,1,2313.0
0,16533,202,143.0
0,16531,28,773.0
0,16535,28,774.0
0,16438,28,775.0
0,16268,29,745.0
0,16438,29,746.0
0,16576,372,63.0
0,16575,368,65.0
0,16578,366,68.0
0,16577,29,747.0
0,16577,34,596.0
0,16576,1,2314.0
0,16410,25,885.0
0,16410,12,1587.0
0,16193,11,1667.0
0,16583,7,1947.0
0,16212,1,2315.0
0,16576,52,336.0
0,16579,52,337.0
0,16490,19,1135.0
0,16672,17,1256.0
0,16520,34,597.0
0,16578,34,598.0
0,16579,32,654.0
0,16492,2,2217.0
0,16576,2,2218.0
0,16579,2,2219.0
0,16231,16,1324.0
0,16394,22,1002.0
0,16633,1,2316.0
0,16159,254,109.0
0,16159,233,133.0
0,16120,40,463.0
0,16120,464,47.0
0,16120,27,811.0
0,16506,17,1257.0
0,16506,1,2317.0
0,16762,1,2318.0
0,16415,5,2072.0
0,16574,12,1588.0
0,16574,5,2073.0
0,16159,21,1044.0
0,16774,4,2127.0
0,16417,2,2220.0
0,16654,1,2319.0
0,16654,4,2128.0
0,16446,37,525.0
0,16766,18,1202.0
0,16556,19,1136.0
0,16377,35,566.0
0,16377,24,930.0
0,16629,22,1003.0
0,16478,19,1137.0
0,16522,13,1523.0
0,16308,1,2320.0
0,16377,8,1888.0
0,16129,13,1524.0
0,16377,14,1459.0
0,16359,1,2321.0
0,16377,26,847.0
0,16378,24,931.0
0,16766,15,1383.0
0,16665,1783,12.0
0,16662,1781,13.0
0,16663,1780,14.0
0,16724,1,2322.0
0,16328,32,655.0
0,16377,32,656.0
0,16377,44,400.0
0,16523,44,401.0
0,16663,30,709.0
0,16522,34,599.0
0,16421,41,447.0
0,16729,6,2012.0
0,16175,39,491.0
0,16730,39,492.0
0,16729,37,526.0
0,16730,47,365.0
0,16175,42,434.0
0,16730,80,255.0
0,16729,29,748.0
0,16186,23,960.0
0,16734,17,1258.0
0,16734,10,1736.0
0,16159,3,2175.0
0,16449,41,448.0
0,16450,35,567.0
0,16669,17,1259.0
0,16338,13,1525.0
0,16710,1,2323.0
0,16162,19,1138.0
0,16319,10,1737.0
0,16494,42,435.0
0,16081,22,1004.0
0,16325,29,749.0
0,16439,29,750.0
0,16439,19,1139.0
0,16439,10,1738.0
0,16439,16,1325.0
0,16306,30,710.0
0,16509,28,776.0
0,16081,44,402.0
0,16260,139,175.0
0,16352,139,176.0
0,16614,139,177.0
0,16260,27,812.0
0,16390,27,813.0
0,16392,27,814.0
0,16080,45,389.0
0,16731,36,543.0
0,16087,19,1140.0
0,16306,21,1045.0
0,16377,31,680.0
0,16194,11,1668.0
0,16194,20,1097.0
0,16450,47,366.0
0,16449,43,412.0
0,16724,41,449.0
0,16450,132,184.0
0,16446,129,187.0
0,16450,32,657.0
0,16447,26,848.0
0,16446,15,1384.0
0,16450,7,1948.0
0,16724,9,1813.0
0,16446,23,961.0
0,16380,7,1949.0
0,16580,47,367.0
0,16581,47,368.0
0,16581,86,236.0
0,16583,86,237.0
0,16580,82,249.0
0,16580,21,1046.0
0,16581,12,1589.0
0,16583,24,932.0
0,16580,18,1203.0
0,16581,16,1326.0
0,16583,15,1385.0
0,16581,13,1526.0
0,16580,9,1814.0
0,16581,16,1327.0
0,16583,29,751.0
0,16582,6,2013.0
0,16583,18,1204.0
0,16580,21,1047.0
0,16583,29,752.0
0,16583,17,1260.0
0,16581,25,886.0
0,16580,22,1005.0
0,16583,22,1006.0
0,16580,23,962.0
0,16584,12,1590.0
0,16584,11,1669.0
0,16583,6,2014.0
0,16581,14,1460.0
0,16581,2,2221.0
0,16580,20,1098.0
0,16581,18,1205.0
0,16580,10,1739.0
0,16641,10,1740.0
0,16669,733,35.0
0,16667,27,815.0
0,16669,20,1099.0
0,16669,4,2129.0
0,16669,11,1670.0
0,16090,11,1671.0
0,16090,11,1672.0
0,16090,13,1527.0
0,16090,12,1591.0
0,16090,9,1815.0
0,16090,11,1673.0
0,16090,12,1592.0
0,16090,12,1593.0
0,16454,10,1741.0
0,16090,6,2015.0
0,16090,13,1528.0
0,16090,8,1889.0
0,16089,10,1742.0
0,16090,9,1816.0
0,16090,13,1529.0
0,16090,6,2016.0
0,16090,13,1530.0
0,16090,6,2017.0
0,16090,16,1328.0
0,16090,11,1674.0
0,16090,16,1329.0
0,16145,7,1950.0
0,16325,31,681.0
0,16325,7,1951.0
0,16325,1,2324.0
0,16137,8,1890.0
