ticker_id,product_id,exposure_bucket
15433,2249,Low
15433,13708,High
15434,2725,High
15434,7144,Low
15440,13370,Medium
15440,13945,Low
15440,11670,Low
15154,3057,High
15154,13172,Low
15435,4413,Low
15435,11468,Low
15435,4348,Low
15435,11351,Low
15437,6657,High
15423,6293,High
15423,5386,Low
15423,9219,Medium
15436,11466,Low
15436,11459,High
15436,9916,Low
15459,11678,Low
15459,9562,Medium
15459,11672,Medium
15449,9203,High
15449,8550,Low
15449,12136,Low
15465,3092,Low
15465,9203,Medium
15488,668,Low
15488,631,Medium
15488,14021,Low
15490,5198,Medium
15490,3211,High
15491,14604,Low
15491,12144,Low
15491,14003,High
15479,6293,High
15479,8523,Low
15479,5386,Low
15485,11453,Low
15485,4435,High
15481,11396,High
15472,2865,High
15472,11682,Low
15480,5597,Low
15480,11578,High
15467,13144,Medium
15467,1843,Medium
15467,7976,Medium
15451,1372,Medium
15451,12140,High
15453,12146,Low
15453,903,Low
15453,4915,Low
15453,6533,Low
15450,9474,Low
15450,9318,Low
15450,2354,Low
15460,220,Medium
15460,217,Medium
15460,221,Low
15162,3444,Low
15162,11669,Medium
15162,11668,Low
15162,13317,Low
15454,11442,Medium
15454,960,Low
15454,13132,Low
15487,6664,High
15447,9347,High
15461,6323,Low
15458,6657,High
15458,4943,Medium
15473,4514,High
15468,213,High
15468,11401,Low
15468,9545,Low
15469,5988,High
15469,1064,Low
15469,6496,Low
15452,2606,Medium
15452,803,Medium
15452,8234,Low
15462,8801,Medium
15462,804,Low
15462,7306,Medium
15462,5151,Low
15471,5754,Low
15471,194,High
15471,13035,Medium
15457,2815,Low
15478,6664,High
15456,3339,Low
15456,4494,Medium
15456,3964,Low
15456,13139,Low
15464,4908,Low
15464,7220,Medium
15474,9566,High
15470,14233,Low
15470,11584,Low
15470,244,Medium
15477,7932,Medium
15477,3577,High
15448,3179,High
15448,3177,Low
15483,9323,Low
15463,7673,Medium
15463,5897,Low
15463,6,Medium
15446,6017,High
15446,7559,Low
15486,7998,Low
15486,1838,Low
15486,396,Medium
15489,13116,Low
15489,11227,Medium
15489,3687,Low
15489,11174,Low
15508,14296,Low
15508,7454,Low
15508,6543,High
15513,3684,Low
15513,2852,Low
15521,5429,Low
15521,4528,Low
15521,8419,Medium
15537,11716,Low
15537,6964,High
15537,1903,Low
15540,3975,Low
15540,1581,Low
15540,8743,Low
15540,3974,Low
15547,4530,Low
15547,1510,Medium
15547,12007,Low
15550,12689,Low
15550,9057,Low
15550,4859,Low
15566,12830,Low
15566,3268,Low
15566,7587,Low
15512,7052,High
15504,6665,High
15515,2728,High
15499,8768,Medium
15499,7083,High
15556,13619,Medium
15556,8553,Low
15556,2719,Medium
15530,6657,High
15021,2309,Low
15021,1255,Low
15021,4337,Medium
15544,2725,High
15538,10022,Low
15538,6036,Medium
15538,6034,Low
15538,8630,Medium
15545,792,Medium
15545,2369,High
15343,5286,Low
15343,14788,High
15525,6062,Low
15525,12019,Low
15525,2750,High
15546,3489,High
15546,3490,Low
15546,3491,Medium
15558,3301,Low
15492,10878,High
15492,5194,Low
15493,11632,Low
15493,9917,Low
15498,14592,High
15498,8238,Low
15501,7082,High
15501,14788,Medium
15552,7144,Low
15552,2725,High
15553,2275,Low
15553,13347,Low
15553,7272,Low
15553,2597,Low
15496,4892,Low
15496,8906,Medium
15496,7395,Medium
15495,10870,Low
15495,13713,High
15554,1635,Medium
15497,530,Low
15497,6786,Low
15497,10226,Low
15563,3356,Medium
15563,5393,High
15564,11567,High
15564,3493,Medium
15528,1044,Low
15528,7042,Low
15528,6551,Low
15520,4817,Low
15520,1326,Low
15520,6971,Medium
15520,6985,Low
15500,14821,Low
15500,1506,Low
15500,12059,Low
15500,11465,Medium
15514,11396,High
15514,2463,Low
15503,5416,Low
15503,14029,Low
15503,6664,High
15506,1753,Low
15506,5582,Low
15506,994,Low
15506,11909,Low
15542,6664,High
15542,6685,Low
15542,6691,Low
15541,2893,High
15541,11672,Medium
15541,3483,Low
15529,8101,Medium
15529,1842,Medium
15522,6826,Medium
15522,13500,Low
15522,5393,High
15511,1026,Low
15511,14155,Low
15555,13013,Low
15555,7990,Low
15510,12870,Low
15510,1372,Medium
15510,5192,High
15551,8540,Low
15551,14295,Medium
15551,8496,Low
15551,4534,Low
15507,14620,High
15502,6734,Low
15502,647,Medium
15502,6827,High
15559,12283,High
15559,3444,Low
15559,8045,Low
15548,11310,Low
15548,6316,Low
15526,12627,High
15524,12147,Low
15524,6789,Medium
15524,13203,Medium
15557,5777,Low
15557,1619,Medium
15557,1270,High
15518,5393,Low
15518,14764,Medium
15518,5390,High
15519,6664,High
14952,4824,Low
14952,1064,High
15543,14029,High
15534,11673,Medium
15534,9545,Medium
15534,9547,Low
15534,4911,Medium
15516,1764,Low
15516,1885,Medium
15516,3578,Low
15862,14286,Low
15862,1283,Low
15862,1256,High
15505,13173,Medium
15505,2165,Low
15505,13055,Low
15505,2168,Medium
15539,11374,Low
15539,5588,High
15531,11934,Low
15531,7239,Medium
15531,1483,Low
15532,7318,Low
15532,3573,High
15509,4534,Low
15535,12859,Low
15535,9566,Medium
15535,2481,Low
15536,3054,Low
15536,13106,Medium
15536,6938,Medium
15549,11675,Low
15549,2356,Low
15549,11676,Medium
15523,14045,Low
15523,2518,Medium
15523,439,Low
15562,10341,Low
15562,3980,Low
15562,14040,High
15560,2725,High
15561,8630,Low
15561,6031,High
15565,8299,Medium
15565,9789,Low
15565,10556,High
15581,2415,Low
15592,8419,Medium
15592,3245,Low
15592,1557,Medium
15570,1057,High
15979,1791,Low
15979,10900,Medium
15595,13202,Medium
15595,7207,Low
15595,11952,Medium
15584,1425,Medium
15584,9285,Medium
15584,13766,Low
15601,5756,High
15601,3444,Low
15601,6396,Medium
15600,9059,High
15600,3454,Low
15600,11545,Low
15602,11396,High
15572,1426,Low
15572,9347,Low
15224,7321,Medium
15224,165,High
15577,9988,Medium
15587,3170,Medium
15587,9497,High
15209,12636,Medium
15209,12639,Low
15209,4394,Medium
15607,7063,High
15607,3444,Medium
15593,12982,Medium
15593,2820,Low
15593,9041,Low
15594,7208,Medium
15571,5019,Low
15571,6665,High
15604,3392,Low
15604,5218,High
15608,12722,Low
15608,10580,Medium
15608,5820,Low
15608,1082,Low
15575,2550,Medium
15575,4770,High
15575,12438,Low
15589,2367,Medium
15589,3073,High
15576,6326,Low
15580,7191,High
15611,13023,High
15579,5800,Medium
15579,12658,High
15579,847,Low
15574,4256,High
15574,9347,Low
15569,13316,High
15573,9713,Medium
15573,12669,Low
15409,13298,Low
15409,4362,Medium
15409,4885,Low
15409,13165,Low
15583,2728,High
15582,4245,Low
15582,6853,Medium
15582,8149,Low
15582,2891,Low
15609,8789,High
15609,8749,Low
15586,6605,Low
15586,7596,Medium
15586,5899,Medium
15598,14029,High
15599,8044,Low
15599,3441,High
15597,4348,Medium
15597,1248,High
15597,11415,Low
15596,12246,Low
15596,1140,Low
15596,8354,Low
15596,4037,Low
15639,6053,Low
15639,11933,Low
15639,9193,Low
15639,9856,Low
15620,4655,High
15620,4650,High
15630,3523,Low
15630,5605,Low
15630,3506,Low
15623,11579,Low
15640,6614,Low
15640,12151,High
15640,7315,Medium
15649,105,Low
15649,6025,Low
15649,2728,High
15621,13047,Medium
15614,7557,High
15622,1803,Low
15622,13623,Low
15622,9348,Medium
15615,5776,Low
15615,1270,High
15626,4834,Medium
15626,4837,High
15625,13076,Low
15625,12511,Medium
15625,11285,Medium
15625,3720,Low
16032,8749,Medium
16032,4181,Medium
16032,4180,Low
15618,12702,Medium
15618,4521,Low
15628,6657,High
15612,5211,High
15627,1031,Low
15627,1029,Medium
15644,1246,Medium
15642,11318,Medium
15631,14788,Medium
15631,7082,High
15631,12010,Low
15632,8393,Low
15632,6156,High
15633,7672,Medium
15633,14219,Medium
15633,13124,Low
15634,13378,Low
15634,3612,Low
15636,6667,Medium
15636,5398,Low
15635,5028,Low
15635,6665,Medium
15643,5213,High
15643,2860,Medium
15637,7830,Low
15637,12557,Low
15637,1044,Low
15638,13541,High
15638,14621,Low
15619,5006,Medium
15619,6657,High
15619,12968,Low
15420,7943,High
15617,13497,Medium
15617,995,Low
15617,7937,High
15641,805,Medium
15641,3102,Low
15641,4431,Medium
15641,12626,Medium
15645,6021,Medium
15645,9485,High
15645,3614,Low
15646,6017,High
15646,9018,Low
15647,2728,High
15647,7148,Medium
15629,5413,Low
15629,12023,Low
15629,14210,Low
15613,4633,Low
15613,6932,Low
15613,4634,Low
15648,6744,Low
15648,14411,Low
15648,6742,Low
15660,11926,High
15660,13729,Medium
15660,8971,Low
15655,10902,Low
15655,1030,Low
15655,7044,Low
15658,10022,Low
15658,6041,Medium
15658,10054,Medium
15073,5339,Low
15073,11549,Medium
15073,11311,Medium
15665,3523,High
15673,4475,Medium
15673,9856,Medium
15673,9228,Medium
15695,13144,High
15705,6665,High
15650,5393,High
15662,3116,High
15662,14832,Low
15678,2624,High
15678,5829,Low
15709,10556,Medium
15709,4328,Medium
15709,13707,Medium
15652,11311,Low
15654,7209,Medium
15712,12070,Low
15712,12060,Low
15712,1503,Medium
15656,6031,Medium
15656,10055,High
15656,10026,Low
15234,7940,Low
15234,7943,High
15677,9566,Low
15677,10818,High
15677,11511,Low
15671,5121,Low
15671,14043,Low
15671,4473,Low
15671,8203,Low
15671,13188,Low
15702,234,Low
15702,13621,Low
15657,9468,Low
15657,13013,Low
15657,3032,Low
15664,6650,Low
15664,2836,Low
15664,2831,Low
15706,6300,Low
15706,1427,Medium
15007,1311,High
15007,8022,Medium
15708,3717,Medium
15708,3718,Low
15708,3939,Low
15686,14271,Medium
15686,1866,Medium
15686,13176,Low
15686,4291,Low
15666,7199,High
15666,13144,Low
15666,7971,Low
15669,11452,Low
15669,1301,Low
15669,12055,Low
15699,4319,Low
15699,3926,Medium
15694,2725,High
15696,6657,High
15696,1247,Low
15667,8626,Low
15667,3026,Low
15667,6657,High
16003,3026,Medium
15668,5045,Low
15668,14029,Medium
15668,6668,High
15672,10063,High
15653,14134,Low
15653,686,High
15653,1932,Medium
15685,8534,Medium
15685,4912,Low
15685,2188,High
15704,10004,Medium
15704,1566,Low
15704,6025,Medium
15704,11580,Low
15679,10278,Medium
15679,11912,High
15693,4438,Low
15693,4422,High
15693,11458,Medium
14865,4513,Low
14865,12482,High
15684,6322,Low
15684,3483,Low
15684,9204,Low
15682,11568,Medium
15682,3156,Low
15682,8044,High
15675,12491,Low
15675,267,Low
15675,7088,Low
15688,8299,Low
15688,14273,Low
15688,852,Low
15707,4347,Low
15707,1503,Low
15707,11457,Medium
15689,6869,Low
15689,11430,High
15689,4337,Medium
15661,2438,High
15661,2441,Medium
15691,3269,Low
15691,13200,High
15691,9293,Low
15690,5592,High
15690,12830,Low
15681,6552,Low
15681,13022,Low
15676,14619,Low
15676,6609,Medium
15659,6657,High
15659,9976,Low
15659,7883,Low
15701,14606,Low
15701,4348,Medium
15701,13301,Low
15700,6934,High
15700,14268,Low
15700,14283,Low
15697,13620,Medium
14848,6219,Low
14848,8107,Low
15710,6301,High
15710,9349,Low
15670,12340,Low
15670,14241,Medium
15670,12502,Low
15670,12027,Low
15670,2838,Low
15698,5290,Medium
15698,6228,Low
15698,6609,Medium
15484,3571,High
15484,11629,Low
15703,2822,Low
15703,12984,High
15663,11207,High
15713,9324,Low
15713,11556,High
15713,644,Low
15715,5099,High
15715,5431,Low
15716,7063,Medium
15716,8045,High
15442,136,Low
15442,6179,High
15442,11413,Low
15610,398,Low
15610,3037,High
15711,3301,Low
15711,5465,Low
15711,13620,Low
15718,6836,Medium
15718,5393,Medium
15717,6546,High
15714,2862,High
15714,5393,Low
15714,5213,Low
15721,1077,Low
15721,13350,Low
15721,8034,Low
15733,5207,High
15728,1512,Low
15728,13936,High
15735,1910,Low
15735,14580,Medium
15735,6770,Low
15727,9348,Low
15727,13607,Low
15750,4734,Medium
15750,11571,Low
15750,7887,Low
15750,8819,Medium
15754,9566,Medium
15754,13845,Medium
15754,4246,Low
15754,11672,Low
15723,3845,High
15723,537,Low
15723,4771,Low
15740,6753,Low
15740,4879,Low
15740,13299,Low
15740,14420,Low
15741,3483,High
15741,6738,Medium
15752,7149,High
15752,2728,Low
15651,8602,High
15651,1466,Low
15761,3022,Medium
15761,7022,Low
15761,1860,Low
15763,2441,High
15753,3162,Medium
15753,4577,Low
15753,13684,Low
15724,8010,High
15724,7051,Medium
15731,6265,Low
15731,1874,High
15731,11757,Low
15742,11911,High
15742,8421,Low
15730,13501,Low
15730,5362,Low
15758,1433,High
15758,2844,Medium
15757,14403,Low
15757,14407,Medium
15757,6746,Low
15759,11680,Low
15759,5359,Medium
15759,786,Low
15729,13309,Medium
15729,499,Medium
15764,6665,High
15720,9781,Low
15720,8736,Low
15720,13379,Medium
15737,6664,High
15726,2725,High
15726,10005,Low
15725,2725,High
15725,7144,Low
15738,3159,Medium
15738,3171,High
15739,12614,Low
15739,9766,High
15745,5570,Medium
15745,9441,Low
15745,10480,Medium
15746,6665,High
15747,11765,Low
15747,13389,Low
15748,5393,Low
15748,9105,Low
15749,14420,Low
15749,4360,Low
15749,13298,Low
15732,4756,High
15732,12421,Low
15732,10868,Low
15751,6664,High
15751,5054,Low
15751,754,Low
15756,7079,Low
15756,3103,Low
15756,13731,Low
15756,13730,Low
15756,11931,Low
15760,5624,High
15762,12686,Low
15762,7964,Low
15762,12931,Low
15784,6125,High
15786,13316,Medium
15796,7943,High
15798,6664,High
15812,7144,Low
15812,2728,High
15789,3518,Medium
15789,3501,Low
15789,9184,Medium
15828,1867,Low
15828,4911,Medium
15828,3900,Low
15834,12438,Low
15834,4767,High
15837,13144,Low
15837,5624,High
15838,3061,Low
15838,6609,Low
15838,12961,Low
15770,1551,High
15765,6657,Medium
15771,3730,Low
15771,1246,Low
15771,4838,Medium
15771,12339,Low
15779,2725,High
15779,7144,Medium
15768,9052,Low
15768,6548,Low
15768,6318,Medium
15832,3098,High
15777,13377,Low
15777,1027,Low
15777,1636,Low
15777,11308,Low
15808,7509,Medium
15808,5365,Low
15808,9494,Low
15780,7448,Medium
15766,11672,Medium
15766,6322,Medium
15775,6657,High
15843,13316,High
15814,3874,Medium
15814,4929,Low
15814,5340,Low
15814,4480,Low
15782,14308,Low
15782,14316,Low
15782,11304,Medium
15781,8769,Medium
15781,4256,High
15783,10475,Medium
15783,8166,High
15783,10424,Low
16012,14274,Low
16012,5274,High
16012,2022,Medium
15817,12273,Medium
15817,5588,Medium
15817,14394,Medium
15836,13393,Low
15836,11483,Medium
15836,3172,Low
15856,2346,Medium
15856,13253,Low
15856,6990,High
15790,5184,Low
15790,1508,Medium
15818,4344,Low
15818,1338,Low
15818,14033,High
15794,8600,Low
15794,8839,Medium
15794,8841,High
15240,3476,Low
15240,10902,Low
15792,3145,High
15792,3146,Low
15792,1350,Medium
15778,4363,Low
15778,4357,High
15778,4353,Low
15802,8422,High
15797,967,Low
15797,5768,Low
15797,5767,High
15810,10566,Medium
15810,1683,Low
15810,474,Low
15810,1673,Medium
15807,5589,Low
15807,3455,High
15799,996,Medium
15799,6609,High
15833,6768,High
15833,13507,Medium
15833,6777,Low
15800,11677,Low
15801,6145,Low
15801,4786,Medium
15801,2448,Low
15844,2725,High
15844,7144,Medium
15805,4360,Low
15805,4351,Low
15805,12663,High
15851,11666,High
15851,8045,Medium
15851,5588,Low
15820,6529,Medium
15820,6536,High
15816,12484,Low
15816,12486,Low
15850,9243,Low
15850,11919,High
15850,8436,Low
15849,13885,Medium
15849,8612,Low
15849,4328,Low
15849,1776,High
15819,8739,Low
15819,4870,Medium
15819,3074,Low
15819,4864,Low
15822,7018,High
15822,1028,High
15822,12018,Low
15809,1226,Low
15809,6121,Low
15823,2364,Medium
15823,10483,Low
15823,4320,Low
15823,10461,Medium
15823,2623,Low
15791,5393,Medium
15791,9712,Low
15791,14624,High
15835,46,Low
15773,2507,High
15773,13961,Low
15773,2510,Low
15852,7144,High
15852,2725,Low
15827,4348,Low
15827,13172,Low
15827,12072,Low
15824,3029,Medium
15825,9566,High
15853,6665,High
15787,4518,Low
15787,4803,Low
15787,797,Low
15787,9945,Low
15407,11396,High
15407,2441,Low
15443,5393,Medium
15443,6301,Low
15855,6775,Medium
15855,12830,Medium
15772,5351,Low
15772,2313,Low
15841,4081,Medium
15841,8355,Low
15841,5068,Low
15841,12257,Low
15776,6772,Medium
15776,14587,Low
15776,14000,Medium
15776,8238,Low
15839,12859,High
15774,5264,Low
15774,4751,Low
15774,7342,Medium
15845,11403,Medium
15845,951,Low
15845,13022,Low
15793,4366,Medium
15793,4873,Low
15793,4351,High
15785,14416,Low
15785,6757,Low
15785,13165,Low
15842,1790,Low
15842,10903,Low
15842,1035,Low
15831,3394,Low
15831,1054,Medium
15857,6609,Medium
15857,7200,Low
15857,7937,Medium
15734,12655,Medium
15734,11919,High
15847,9930,Low
15847,11329,Medium
15854,2322,High
15840,11943,Low
15840,4450,Low
15840,8134,Low
15840,4338,High
15585,12856,Low
15755,12861,Low
15813,2820,Low
15813,9052,Low
15813,2418,High
15848,10072,High
15830,1844,High
15788,14105,High
15788,4461,Low
15811,13925,Low
15811,8904,High
15811,8905,Low
15858,9204,Low
15858,3513,High
15859,12074,Low
15859,4518,Low
15859,6885,Low
15859,1254,Low
15891,8235,Low
15821,11315,Medium
15821,11552,Medium
15821,13385,Low
15876,6657,High
15885,1023,Low
15885,6766,Low
15885,14140,Low
15898,8304,Low
15898,9872,High
15916,11503,High
15865,2403,Low
15865,4982,Low
15865,6203,High
15861,7144,Low
15861,2725,High
15893,5581,Medium
15900,4354,Low
15900,13159,Low
15900,4873,Medium
15900,4875,Medium
15903,7147,Low
15903,3649,Medium
15903,6089,Medium
15877,11396,High
15863,6657,High
15889,11396,High
15248,7510,Low
15248,5137,Low
15875,3043,High
15875,7121,Medium
15875,4251,Low
15884,13316,High
15894,7508,High
15868,13384,Low
15869,241,Low
15869,13690,Low
15869,4534,Low
15901,6540,Medium
15901,6542,Medium
15892,9627,Medium
15892,4261,High
15892,5281,Low
15866,9250,Low
15871,9250,Low
15871,1043,High
15871,8494,Low
15872,6022,High
15872,7021,Low
15910,12547,Low
15910,3160,High
15910,6121,Low
15910,9819,Low
15915,2019,High
15920,11567,Low
15920,3543,High
15899,10046,Medium
15921,6566,Medium
15921,12070,Low
15921,1256,Low
15922,806,Low
15922,4918,Medium
15922,3215,Low
15922,243,Medium
14962,10557,Medium
14900,14298,Low
14900,6943,Low
14900,2613,Medium
14900,12610,Medium
15804,12468,High
15804,3429,Medium
15016,1503,Low
15016,4348,Low
15082,6608,Medium
15082,2461,High
15567,14351,High
15567,14352,Low
15288,7237,Medium
15288,7240,Low
15288,7236,Low
15288,7239,High
15294,4338,High
15294,1242,Low
15294,7310,Medium
15333,13055,Low
15333,2165,High
15333,2299,Low
15803,5761,Low
15803,4347,Low
15803,13172,Low
15803,2313,Medium
15803,3026,Medium
15419,11454,Low
15419,11541,Low
15419,12055,Medium
15419,11455,Low
15419,5781,Low
15475,8056,Low
15475,12141,Low
15475,14001,High
15517,1072,Low
15517,5280,Low
15616,1777,Low
15616,11317,Low
15616,11872,Low
15795,7070,High
15795,13645,Low
15795,12626,Medium
15815,2165,Low
15815,4348,High
15074,2302,Low
15074,2304,High
15864,6695,Low
15864,6664,High
15890,2858,Medium
15890,5393,Low
15890,6639,Low
15890,6633,Low
15879,5456,Medium
15879,3268,Low
15879,5267,Medium
15878,1688,High
15878,7091,Medium
15886,13350,Medium
15886,8034,Low
15886,1233,Low
15886,1077,Low
15918,11935,Medium
15883,13630,Low
15883,8254,Low
15883,4432,Low
15895,5601,Low
15895,10902,Low
14990,13004,Low
14990,10442,Low
14990,6933,Low
15914,7113,High
15914,194,Low
15914,12493,Low
15909,10871,Low
15909,13640,Low
15913,9282,Low
15913,207,Medium
15913,4910,Low
15888,6609,High
15906,6552,Medium
15906,5398,Low
15906,9131,Low
15867,237,High
15867,13188,Low
15736,4256,High
15917,6657,High
15887,8599,Low
15887,7943,High
15873,10797,Medium
15873,10789,Low
15881,11352,Low
15881,2492,Low
15881,12065,Low
15902,2368,Low
15902,10427,High
15908,465,Low
15908,14038,Low
15908,2230,High
15904,11307,Low
15904,4502,Medium
15904,13149,Low
15905,4987,Low
15905,11690,Medium
15905,11691,Medium
15874,8149,Medium
15874,233,Medium
15874,237,Medium
15907,13548,Low
15907,13547,Low
15907,13546,High
15896,8533,Medium
15896,13563,Low
15304,4906,High
15304,13389,Low
15304,5339,Medium
15897,13024,Medium
15897,6273,High
15897,2462,Low
15919,13205,Medium
15919,7536,Low
15919,2814,High
15911,4443,Low
15911,4448,Low
15911,12073,Low
15911,4441,Low
15929,13648,Low
15926,6190,Medium
15926,3030,Low
15926,1534,Medium
15926,14581,Low
15926,10892,Low
15927,4327,Low
15927,8316,Low
15927,10517,High
15928,6091,High
15932,11400,Low
15938,1503,Low
15938,11461,Low
15938,4462,Low
15940,7454,High
15940,14182,Medium
15930,7210,Medium
15930,14396,High
15930,5627,Low
15931,9975,Low
15931,1243,Medium
15931,4834,Medium
15924,9713,Low
15924,9219,High
15924,9802,Low
15719,10063,High
15923,13296,Low
15923,12661,Medium
15923,6755,Low
15923,13158,Medium
15933,14419,Low
15933,4520,Low
15933,6749,Low
15934,4347,Low
15934,4452,Low
15939,11662,High
15939,12473,Low
16016,13796,Low
16016,12251,Low
16016,4102,Medium
16016,4156,Medium
15941,5031,High
15941,6657,Low
15945,13571,High
15945,13565,Low
15945,13564,Low
15624,7895,High
15935,14001,Medium
15935,14137,Low
15935,7017,Low
15925,14012,High
15936,14409,Low
15936,13156,Low
15936,12659,Low
15937,6665,High
15942,6609,Low
15942,8142,Medium
15942,7199,Low
15943,1919,Low
15943,11487,Low
15943,11340,Medium
15950,6757,Low
15950,13162,Medium
15950,4361,Low
15978,13382,Low
15978,7190,Low
15978,1058,Medium
15175,2725,High
15175,7144,Low
15981,13388,High
15970,9205,Low
15970,9566,High
15970,9137,Medium
15946,4256,High
15946,8770,Medium
15955,10051,Medium
15955,6031,Medium
15955,6095,Low
15955,6093,Low
15959,13621,High
15959,5474,Low
15959,191,Medium
15977,10015,Low
15977,6172,High
15960,13373,High
15960,5199,Medium
15964,14774,High
15951,2188,High
15949,6293,High
15949,8524,Low
15949,9220,Medium
15948,2853,Low
15956,4534,Low
15956,5431,Medium
15956,5430,Low
15965,2354,Low
15965,2891,Low
15980,13385,Low
15980,13690,Low
15980,6323,Low
15966,11675,High
15966,13644,Medium
15966,12644,Low
15968,6655,High
15967,13941,Medium
15967,2497,Medium
15967,11362,Low
15973,13159,Low
15973,14420,Low
15973,6752,Low
15975,6681,Low
15975,6707,Low
15975,6657,High
15952,5233,Low
15952,13659,Low
15952,12864,High
15969,1497,Medium
15969,14402,Low
15969,14404,Medium
15958,6602,Low
15958,11908,High
15961,2725,High
15953,786,High
15971,3961,Low
15971,3483,Low
15971,14061,Low
15971,3956,Low
15963,12989,Low
15963,4380,Medium
15963,11394,Medium
15972,12653,Medium
15972,7597,Low
15972,1780,Low
15947,1369,Medium
15947,5223,High
15974,2728,High
15954,4404,High
15954,1582,Low
15976,2725,High
15962,11313,Low
15962,8536,Medium
15962,5387,Medium
15957,2750,High
15957,12019,Low
16010,7144,Medium
16010,2728,High
15292,5384,Low
15989,6178,High
15989,2214,Low
15987,9893,Low
15987,1040,Low
15987,5531,Medium
15422,11446,High
15422,1894,Low
16001,13647,High
16001,2471,Low
15984,1246,High
15986,6657,High
15986,1247,Low
15986,4348,Low
15148,13627,Low
16005,12640,High
16005,12639,Low
16005,13105,Low
15301,8023,Low
15301,1312,High
15985,12642,Low
15985,2175,Medium
15985,6528,Low
16008,214,Medium
16008,221,Low
16008,216,Low
16011,9812,Low
16011,11641,Low
16011,14052,High
16011,223,Low
15982,14002,Low
15982,6783,Low
15982,14600,Low
15993,6303,Low
15993,1801,Low
15993,1429,Low
15990,2354,Low
15991,1503,Low
15991,11464,Medium
15991,12062,Low
16009,12979,Medium
16009,9105,Low
16009,5180,High
15988,3984,Medium
15988,12550,Medium
15988,12982,Medium
15983,9740,Medium
15983,11695,Low
15983,11642,Low
15983,210,Low
15998,668,Low
15998,11286,Medium
15998,11174,Low
15998,3606,Low
15992,3727,Medium
15992,5352,Low
15992,2312,Low
16015,14483,Medium
16015,1539,Medium
16015,14424,Low
16015,6196,Medium
15996,4399,Low
15996,3244,Low
15996,5084,Low
15996,2351,Medium
15996,5085,Low
16006,11396,High
16006,6770,Low
15999,11579,Low
16007,1911,Low
16007,13302,Low
16007,6782,Low
15994,11812,Medium
15994,1641,Low
15994,7091,Medium
16002,13670,High
16014,4359,Medium
16014,14006,Low
16014,12665,High
16013,9870,Low
16013,9623,Medium
16013,2481,Medium
15997,9983,Low
15997,10005,High
15997,6025,Low
16004,8215,Low
16004,8222,Low
16004,435,Low
16018,6665,High
16021,8299,Low
16021,9228,High
16017,6673,High
16025,9236,Medium
16025,11517,Medium
16025,2039,Low
16019,7990,Medium
16019,5294,Low
16019,9311,Medium
16022,1637,Low
16022,3278,Medium
16022,9328,High
16026,14036,Low
16026,5422,Low
16026,1866,Medium
16028,5206,High
16027,5453,High
16027,10444,Medium
16027,5452,Low
16029,1504,Medium
16029,12071,Low
16031,11311,Medium
16031,6322,Low
16031,11516,Medium
16033,8597,Medium
16033,7943,Medium
16030,7943,Medium
16030,8597,Low
16030,1005,High
16035,14031,Medium
16035,11418,Low
16035,6664,High
16034,9322,Low
16034,13381,Low
16036,13295,Medium
16036,6762,Low
16036,13164,Medium
16036,4351,Low
16037,12033,Medium
16037,13362,Medium
16037,12032,Low
16038,786,High
16039,9917,Low
16039,8817,Medium
16039,3567,High
15178,1248,High
15178,3731,Low
15683,11311,Low
15683,11550,Low
15683,9250,Low
15200,14012,High
15345,4770,High
15345,12438,Low
15387,6395,Medium
15387,5183,High
15385,11937,Low
15385,11939,High
15366,3444,High
15482,14422,Medium
15482,6758,Low
15482,13166,Low
15482,13300,Low
15445,10291,Medium
15445,5906,High
15445,9115,Low
15606,3323,Medium
15606,1375,Medium
15606,8303,Low
