path_id,target_mean,target_spread,actual_annual_return,actual_spread,scenario_p05_price,scenario_p95_price,max_drop,lost_decades
17,0.04,1.0,0.04975144958463695,0.9764998866834068,3.33559519991225,8.816702150594718,0.736328402023758,0
18,0.04,1.0,0.05058516178830863,0.9764998866834068,3.33559519991225,8.816702150594718,0.6540665026381095,0
19,0.04,1.0,0.03140793885272797,0.9764998866834068,3.33559519991225,8.816702150594718,0.6901892602165298,0
20,0.04,1.0,0.0305316021636326,0.9764998866834068,3.33559519991225,8.816702150594718,0.6524600144402436,0
21,0.04,1.0,0.034940633573783186,0.9764998866834068,3.33559519991225,8.816702150594718,0.6261896574511175,0
22,0.04,1.0,0.038837035602260706,0.9764998866834068,3.33559519991225,8.816702150594718,0.6263793998223561,0
23,0.04,1.0,0.04469937171391902,0.9764998866834068,3.33559519991225,8.816702150594718,0.6619565614817937,0
24,0.04,1.0,0.039514046166176264,0.9764998866834068,3.33559519991225,8.816702150594718,0.5430421769888681,0
25,0.04,1.0,0.027474845992704777,0.9764998866834068,3.33559519991225,8.816702150594718,0.5735633933872548,0
26,0.04,1.0,0.04092075474067469,0.9764998866834068,3.33559519991225,8.816702150594718,0.6448502707072927,0
27,0.04,1.0,0.03242054417495899,0.9764998866834068,3.33559519991225,8.816702150594718,0.6847741225920209,0
28,0.04,1.0,0.05675092016381167,0.9764998866834068,3.33559519991225,8.816702150594718,0.6689650217367293,0
29,0.04,1.0,0.03063836850256152,0.9764998866834068,3.33559519991225,8.816702150594718,0.6247537285038365,0
30,0.04,1.0,0.04900096588930558,0.9764998866834068,3.33559519991225,8.816702150594718,0.5195754930627948,0
31,0.04,1.0,0.053282751674502915,0.9764998866834068,3.33559519991225,8.816702150594718,0.5749275641101222,0
32,0.04,1.0,0.033216010717751265,0.9764998866834068,3.33559519991225,8.816702150594718,0.5733649441367978,0
33,0.04,1.0,0.054040035553302834,0.9764998866834068,3.33559519991225,8.816702150594718,0.5747403320390865,0
34,0.04,1.0,0.041228894476842415,0.9764998866834068,3.33559519991225,8.816702150594718,0.643512803746549,0
35,0.04,1.0,0.03973403068524184,0.9764998866834068,3.33559519991225,8.816702150594718,0.5485889027788047,0
36,0.04,1.0,0.04291517070205697,0.9764998866834068,3.33559519991225,8.816702150594718,0.637935750020322,0
37,0.04,1.0,0.04361592460026831,0.9764998866834068,3.33559519991225,8.816702150594718,0.6551112367864896,0
38,0.04,1.0,0.0426054721538327,0.9764998866834068,3.33559519991225,8.816702150594718,0.7122771291569077,0
39,0.04,1.0,0.05138350651710599,0.9764998866834068,3.33559519991225,8.816702150594718,0.6253546641552304,0
40,0.04,1.0,0.04583403267659314,0.9764998866834068,3.33559519991225,8.816702150594718,0.5754901382255471,0
41,0.04,1.0,0.0351223926123605,0.9764998866834068,3.33559519991225,8.816702150594718,0.6625856221971638,0
42,0.04,1.0,0.05088699217714354,0.9764998866834068,3.33559519991225,8.816702150594718,0.6430217665701214,1
43,0.04,1.0,0.03288993340794555,0.9764998866834068,3.33559519991225,8.816702150594718,0.5458619377000158,0
44,0.04,1.0,0.05429552339025756,0.9764998866834068,3.33559519991225,8.816702150594718,0.6002870257912247,0
45,0.04,1.0,0.05245387293370918,0.9764998866834068,3.33559519991225,8.816702150594718,0.6136997016318404,0
46,0.04,1.0,0.041671799643018925,0.9764998866834068,3.33559519991225,8.816702150594718,0.7428761992029347,0
47,0.04,1.0,0.05646946864747204,0.9764998866834068,3.33559519991225,8.816702150594718,0.6610058031348797,0
48,0.04,1.0,0.037502273296489586,0.9764998866834068,3.33559519991225,8.816702150594718,0.6243251249830744,0
49,0.04,1.25,0.05106953242123735,0.6811402161026797,3.2241770833942125,6.561256630095524,0.698630779278302,0
50,0.04,1.25,0.03638578089111877,0.6811402161026797,3.2241770833942125,6.561256630095524,0.6525417396215877,1
51,0.04,1.25,0.0336156170355828,0.6811402161026797,3.2241770833942125,6.561256630095524,0.7079063937992953,0
52,0.04,1.25,0.045623412514652184,0.6811402161026797,3.2241770833942125,6.561256630095524,0.6067820631652623,0
53,0.04,1.25,0.042792507787708045,0.6811402161026797,3.2241770833942125,6.561256630095524,0.6002646003202822,0
54,0.04,1.25,0.04853526442493217,0.6811402161026797,3.2241770833942125,6.561256630095524,0.6497536835506608,0
55,0.04,1.25,0.04382118100766075,0.6811402161026797,3.2241770833942125,6.561256630095524,0.6686711448362416,0
56,0.04,1.25,0.033862724696184454,0.6811402161026797,3.2241770833942125,6.561256630095524,0.6336395922845928,0
57,0.04,1.25,0.041063639402153296,0.6811402161026797,3.2241770833942125,6.561256630095524,0.6606367192274025,0
58,0.04,1.25,0.028100400183557417,0.6811402161026797,3.2241770833942125,6.561256630095524,0.6891174002680389,0
59,0.04,1.25,0.037205606352310516,0.6811402161026797,3.2241770833942125,6.561256630095524,0.6071340392107634,0
60,0.04,1.25,0.04218426505985895,0.6811402161026797,3.2241770833942125,6.561256630095524,0.25921480745871406,0
61,0.04,1.25,0.04689408577396725,0.6811402161026797,3.2241770833942125,6.561256630095524,0.6489710253282066,0
62,0.04,1.25,0.036762957995841505,0.6811402161026797,3.2241770833942125,6.561256630095524,0.6697394239592139,0
63,0.04,1.25,0.04596158165145381,0.6811402161026797,3.2241770833942125,6.561256630095524,0.7057265479729955,0
64,0.04,1.25,0.03219971419238199,0.6811402161026797,3.2241770833942125,6.561256630095524,0.6451778517177058,0
65,0.04,1.25,0.043523707446945226,0.6811402161026797,3.2241770833942125,6.561256630095524,0.6200193195285022,0
66,0.04,1.25,0.043116278972346045,0.6811402161026797,3.2241770833942125,6.561256630095524,0.6742599756576062,1
67,0.04,1.25,0.042096125419567976,0.6811402161026797,3.2241770833942125,6.561256630095524,0.646349729158028,0
68,0.04,1.25,0.04765043442496486,0.6811402161026797,3.2241770833942125,6.561256630095524,0.7083403819582703,0
69,0.04,1.25,0.033722409266776054,0.6811402161026797,3.2241770833942125,6.561256630095524,0.642821831690181,0
70,0.04,1.25,0.036016328713577295,0.6811402161026797,3.2241770833942125,6.561256630095524,0.6726490913781882,1
71,0.04,1.25,0.04390163447877393,0.6811402161026797,3.2241770833942125,6.561256630095524,0.663130402719184,0
72,0.04,1.25,0.044524756411308486,0.6811402161026797,3.2241770833942125,6.561256630095524,0.6692712082720705,0
73,0.04,1.25,0.03706766486947455,0.6811402161026797,3.2241770833942125,6.561256630095524,0.684545203790393,0
74,0.04,1.25,0.038979801997074626,0.6811402161026797,3.2241770833942125,6.561256630095524,0.6063299906899232,0
75,0.04,1.25,0.04305258378341037,0.6811402161026797,3.2241770833942125,6.561256630095524,0.634414983996309,0
76,0.04,1.25,0.04813394581314134,0.6811402161026797,3.2241770833942125,6.561256630095524,0.6066367587911048,0
77,0.04,1.25,0.02892335017718639,0.6811402161026797,3.2241770833942125,6.561256630095524,0.5016782866828091,0
78,0.04,1.25,0.04691829838525652,0.6811402161026797,3.2241770833942125,6.561256630095524,0.5729873724794412,0
79,0.04,1.25,0.03426714894065719,0.6811402161026797,3.2241770833942125,6.561256630095524,0.6582698855265123,0
80,0.04,1.25,0.040627356489984834,0.6811402161026797,3.2241770833942125,6.561256630095524,0.6394305268232063,0
81,0.04,1.25,0.0449020446857995,0.6811402161026797,3.2241770833942125,6.561256630095524,0.6163024141090652,0
82,0.04,1.25,0.014447658860497148,0.6811402161026797,3.2241770833942125,6.561256630095524,0.6926105960756169,0
83,0.04,1.25,0.03709302896664668,0.6811402161026797,3.2241770833942125,6.561256630095524,0.5556594974200004,0
84,0.04,1.25,0.03662942641156053,0.6811402161026797,3.2241770833942125,6.561256630095524,0.534339557688849,0
85,0.04,1.25,0.04475271167527883,0.6811402161026797,3.2241770833942125,6.561256630095524,0.6273168301407662,0
86,0.04,1.25,0.03730679644512591,0.6811402161026797,3.2241770833942125,6.561256630095524,0.6972345545198674,0
87,0.04,1.25,0.043607375840449825,0.6811402161026797,3.2241770833942125,6.561256630095524,0.717139549298426,1
88,0.04,1.25,0.04815932882342522,0.6811402161026797,3.2241770833942125,6.561256630095524,0.5489543688426095,0
89,0.04,1.25,0.0359062873176863,0.6811402161026797,3.2241770833942125,6.561256630095524,0.6649170491270566,0
90,0.04,1.25,0.03692353436189166,0.6811402161026797,3.2241770833942125,6.561256630095524,0.7050149644699232,0
91,0.04,1.25,0.03867258372625182,0.6811402161026797,3.2241770833942125,6.561256630095524,0.6997807467640863,0
92,0.04,1.25,0.03189957346200423,0.6811402161026797,3.2241770833942125,6.561256630095524,0.745859446509017,0
93,0.04,1.25,0.03799615164690984,0.6811402161026797,3.2241770833942125,6.561256630095524,0.7278867840351027,0
94,0.04,1.25,0.042521737973491014,0.6811402161026797,3.2241770833942125,6.561256630095524,0.6084167208293993,0
95,0.04,1.5,0.04068068393637425,0.9226631981697669,3.131316832118147,8.731959759003992,0.7181975478910706,0
96,0.04,1.5,0.054467859778658756,0.9226631981697669,3.131316832118147,8.731959759003992,0.5093473221861129,0
97,0.04,1.5,0.05421558215530875,0.9226631981697669,3.131316832118147,8.731959759003992,0.7227416374886106,1
98,0.04,1.5,0.047160297440019594,0.9226631981697669,3.131316832118147,8.731959759003992,0.7178636717137589,0
99,0.04,1.5,0.05347490586452408,0.9226631981697669,3.131316832118147,8.731959759003992,0.5947016768542528,0
100,0.04,1.5,0.04960274281778587,0.9226631981697669,3.131316832118147,8.731959759003992,0.44544891997249303,0
101,0.04,1.5,0.02863684742428174,0.9226631981697669,3.131316832118147,8.731959759003992,0.684909281754028,0
102,0.04,1.5,0.05311754453611295,0.9226631981697669,3.131316832118147,8.731959759003992,0.7181965040130704,1
103,0.04,1.5,0.04361415159896764,0.9226631981697669,3.131316832118147,8.731959759003992,0.6029289248460301,0
104,0.04,1.5,0.048007339681303884,0.9226631981697669,3.131316832118147,8.731959759003992,0.6855789101300326,0
105,0.04,1.5,0.03153790668918144,0.9226631981697669,3.131316832118147,8.731959759003992,0.6100591815524883,0
106,0.04,1.5,0.05052721482580402,0.9226631981697669,3.131316832118147,8.731959759003992,0.5934800623714689,0
107,0.04,1.5,0.04992881170381258,0.9226631981697669,3.131316832118147,8.731959759003992,0.6959511573960289,0
108,0.04,1.5,0.055730827494140156,0.9226631981697669,3.131316832118147,8.731959759003992,0.6683142761517424,0
109,0.04,1.5,0.029637982295405152,0.9226631981697669,3.131316832118147,8.731959759003992,0.7220946518034518,0
110,0.04,1.5,0.04367246033438721,0.9226631981697669,3.131316832118147,8.731959759003992,0.7331989588973066,0
111,0.04,1.5,0.029703598553477928,0.9226631981697669,3.131316832118147,8.731959759003992,0.6210802101821964,0
112,0.04,1.5,0.02305467839728026,0.9226631981697669,3.131316832118147,8.731959759003992,0.6537858268614126,0
113,0.04,1.5,0.03553284514701982,0.9226631981697669,3.131316832118147,8.731959759003992,0.7444602015632474,0
114,0.04,1.5,0.044449361300084256,0.9226631981697669,3.131316832118147,8.731959759003992,0.6287549524917162,0
115,0.04,1.5,0.040358948994797084,0.9226631981697669,3.131316832118147,8.731959759003992,0.6743935249855126,0
116,0.04,1.5,0.05285773583412312,0.9226631981697669,3.131316832118147,8.731959759003992,0.6719943498085388,0
117,0.04,1.5,0.03524962224485528,0.9226631981697669,3.131316832118147,8.731959759003992,0.6815892806400609,0
118,0.04,1.5,0.057983306407817015,0.9226631981697669,3.131316832118147,8.731959759003992,0.745118049217029,0
119,0.04,1.5,0.037565576958051405,0.9226631981697669,3.131316832118147,8.731959759003992,0.7084659157243622,0
120,0.04,1.5,0.02891055109418894,0.9226631981697669,3.131316832118147,8.731959759003992,0.6765244725014381,1
121,0.04,1.5,0.05623504268406743,0.9226631981697669,3.131316832118147,8.731959759003992,0.7267576852948376,0
122,0.04,1.5,0.05354871221297386,0.9226631981697669,3.131316832118147,8.731959759003992,0.5926021350811239,0
123,0.04,1.5,0.04460068894226543,0.9226631981697669,3.131316832118147,8.731959759003992,0.6742188918955346,0
124,0.04,1.5,0.04767872972693854,0.9226631981697669,3.131316832118147,8.731959759003992,0.7343034587520615,0
125,0.04,1.5,0.0495294602198082,0.9226631981697669,3.131316832118147,8.731959759003992,0.567116591759651,0
126,0.04,1.5,0.05317278839829043,0.9226631981697669,3.131316832118147,8.731959759003992,0.7165771505311908,1
127,0.04,1.5,0.04243645313646116,0.9226631981697669,3.131316832118147,8.731959759003992,0.695942518308193,0
128,0.04,1.5,0.03892719268082723,0.9226631981697669,3.131316832118147,8.731959759003992,0.7243311503318807,0
129,0.04,1.5,0.03183563682805568,0.9226631981697669,3.131316832118147,8.731959759003992,0.6437335741532662,0
130,0.04,1.5,0.045453435865125735,0.9226631981697669,3.131316832118147,8.731959759003992,0.6952748643021402,0
131,0.04,1.5,0.050835136374157486,0.9226631981697669,3.131316832118147,8.731959759003992,0.6361146822990744,0
132,0.04,1.5,0.0489481991564642,0.9226631981697669,3.131316832118147,8.731959759003992,0.6581798038010921,0
133,0.04,1.5,0.04688080364085456,0.9226631981697669,3.131316832118147,8.731959759003992,0.4568242947988863,0
134,0.04,1.5,0.0532296631775766,0.9226631981697669,3.131316832118147,8.731959759003992,0.6156266504875596,0
135,0.04,1.5,0.047531981370115384,0.9226631981697669,3.131316832118147,8.731959759003992,0.674382280417828,0
136,0.04,1.5,0.048889148773754165,0.9226631981697669,3.131316832118147,8.731959759003992,0.6544662078044734,0
137,0.04,1.75,0.06721657049345553,0.8602489789900271,7.282895916919816,18.496400436896263,0.51049517147707,0
138,0.04,1.75,0.06409992541582854,0.8602489789900271,7.282895916919816,18.496400436896263,0.6182893046938407,0
139,0.04,1.75,0.06732318208192001,0.8602489789900271,7.282895916919816,18.496400436896263,0.5804773684224767,0
140,0.04,1.75,0.06892195854992944,0.8602489789900271,7.282895916919816,18.496400436896263,0.7054508691007048,0
141,0.04,1.75,0.0628308669388351,0.8602489789900271,7.282895916919816,18.496400436896263,0.6079814914064486,0
142,0.04,1.75,0.06389394047748809,0.8602489789900271,7.282895916919816,18.496400436896263,0.6672819701966941,0
143,0.04,1.75,0.06180119498731251,0.8602489789900271,7.282895916919816,18.496400436896263,0.6216142200309369,0
144,0.04,1.75,0.0657561255288126,0.8602489789900271,7.282895916919816,18.496400436896263,0.7380486071278385,0
145,0.04,1.75,0.07066455101534452,0.8602489789900271,7.282895916919816,18.496400436896263,0.6512652639007586,0
146,0.04,1.75,0.0707093449942533,0.8602489789900271,7.282895916919816,18.496400436896263,0.5867524294599831,0
147,0.04,1.75,0.07224607104780323,0.8602489789900271,7.282895916919816,18.496400436896263,0.6684265775374686,0
148,0.04,1.75,0.05761705175926246,0.8602489789900271,7.282895916919816,18.496400436896263,0.694821867906618,0
149,0.04,1.75,0.05386623971118554,0.8602489789900271,7.282895916919816,18.496400436896263,0.6496731685496816,0
150,0.04,1.75,0.07059918495310558,0.8602489789900271,7.282895916919816,18.496400436896263,0.33793074123391376,0
151,0.04,1.75,0.06879645831978665,0.8602489789900271,7.282895916919816,18.496400436896263,0.5819808340189063,0
152,0.04,1.75,0.07442332919611583,0.8602489789900271,7.282895916919816,18.496400436896263,0.6041144135516128,0
153,0.04,1.75,0.0718685312554368,0.8602489789900271,7.282895916919816,18.496400436896263,0.534611946412093,0
154,0.04,1.75,0.07462596681382583,0.8602489789900271,7.282895916919816,18.496400436896263,0.6369622489113835,0
155,0.04,1.75,0.07475022455768787,0.8602489789900271,7.282895916919816,18.496400436896263,0.672639226027824,0
156,0.04,1.75,0.07756825496116138,0.8602489789900271,7.282895916919816,18.496400436896263,0.7437251911301184,0
157,0.04,1.75,0.0484683327526827,0.8602489789900271,7.282895916919816,18.496400436896263,0.6644575692788719,0
158,0.04,1.75,0.05517138143548217,0.8602489789900271,7.282895916919816,18.496400436896263,0.6917487124283271,0
159,0.04,1.75,0.07345971247977445,0.8602489789900271,7.282895916919816,18.496400436896263,0.6232363451664438,0
160,0.04,1.75,0.07405915750854875,0.8602489789900271,7.282895916919816,18.496400436896263,0.4757433737602823,0
161,0.04,1.75,0.06260703522934752,0.8602489789900271,7.282895916919816,18.496400436896263,0.6171329678920747,0
162,0.04,1.75,0.05284013232042528,0.8602489789900271,7.282895916919816,18.496400436896263,0.5874444078987244,0
163,0.04,1.75,0.07297530105054073,0.8602489789900271,7.282895916919816,18.496400436896263,0.6165592876268644,0
164,0.04,1.75,0.04828702354612191,0.8602489789900271,7.282895916919816,18.496400436896263,0.614115571986854,0
165,0.04,1.75,0.05766425069636649,0.8602489789900271,7.282895916919816,18.496400436896263,0.6485336284779373,0
166,0.04,1.75,0.0598212538805043,0.8602489789900271,7.282895916919816,18.496400436896263,0.7217972036826039,0
167,0.04,1.75,0.0760242205211572,0.8602489789900271,7.282895916919816,18.496400436896263,0.6261672386207267,0
168,0.04,1.75,0.06327911839563871,0.8602489789900271,7.282895916919816,18.496400436896263,0.6083954366223394,0
169,0.04,1.75,0.063965309994793,0.8602489789900271,7.282895916919816,18.496400436896263,0.6385474226812412,0
170,0.04,1.75,0.05862067731690401,0.8602489789900271,7.282895916919816,18.496400436896263,0.7290743933277595,0
171,0.04,1.75,0.05551198589540074,0.8602489789900271,7.282895916919816,18.496400436896263,0.6914485606197608,0
172,0.04,1.75,0.06310915355539914,0.8602489789900271,7.282895916919816,18.496400436896263,0.6219688223112392,0
173,0.04,1.75,0.05123032200133282,0.8602489789900271,7.282895916919816,18.496400436896263,0.6219915509660365,0
174,0.04,1.75,0.05066210291605677,0.8602489789900271,7.282895916919816,18.496400436896263,0.6408464378855603,0
175,0.04,1.75,0.06306146294642923,0.8602489789900271,7.282895916919816,18.496400436896263,0.6361154126538551,0
176,0.04,1.75,0.06530449970177377,0.8602489789900271,7.282895916919816,18.496400436896263,0.7020853091896089,0
177,0.04,1.75,0.07404212887373673,0.8602489789900271,7.282895916919816,18.496400436896263,0.6732384080420202,0
178,0.04,1.75,0.06058867689162639,0.8602489789900271,7.282895916919816,18.496400436896263,0.6421954144328835,0
179,0.04,1.75,0.078988743305902,0.8602489789900271,7.282895916919816,18.496400436896263,0.5118343553336677,0
180,0.04,1.75,0.06632287805671955,0.8602489789900271,7.282895916919816,18.496400436896263,0.6191492245330927,0
181,0.04,1.75,0.07202419559071593,0.8602489789900271,7.282895916919816,18.496400436896263,0.6900218021136563,0
182,0.04,1.75,0.06493975811841946,0.8602489789900271,7.282895916919816,18.496400436896263,0.4762527610426742,0
183,0.04,1.75,0.06908535446609587,0.8602489789900271,7.282895916919816,18.496400436896263,0.5425473373566131,0
184,0.04,1.75,0.055967015057641456,0.8602489789900271,7.282895916919816,18.496400436896263,0.6367484737281395,0
185,0.04,1.75,0.07511814245668824,0.8602489789900271,7.282895916919816,18.496400436896263,0.6374644672421093,0
186,0.04,2.0,0.019151372878855266,0.9246976452640064,2.0893211570736905,6.313882135929687,0.730017922391187,0
187,0.04,2.0,0.04098660845790625,0.9246976452640064,2.0893211570736905,6.313882135929687,0.617664651878576,0
188,0.04,2.0,0.01778180711975108,0.9246976452640064,2.0893211570736905,6.313882135929687,0.6833435888974779,0
189,0.04,2.0,0.027768927745756233,0.9246976452640064,2.0893211570736905,6.313882135929687,0.6863252294859052,0
190,0.04,2.0,0.03154094843405497,0.9246976452640064,2.0893211570736905,6.313882135929687,0.6405877917224835,0
191,0.04,2.0,0.028325846513520325,0.9246976452640064,2.0893211570736905,6.313882135929687,0.6552078710286744,0
192,0.04,2.0,0.04565320013660901,0.9246976452640064,2.0893211570736905,6.313882135929687,0.6349791819668364,1
193,0.04,2.0,0.04264975720208852,0.9246976452640064,2.0893211570736905,6.313882135929687,0.5835733333854868,0
194,0.04,2.0,0.04647611044982547,0.9246976452640064,2.0893211570736905,6.313882135929687,0.593875246922557,0
195,0.04,2.0,0.048870479747424644,0.9246976452640064,2.0893211570736905,6.313882135929687,0.6527400440578756,0
196,0.04,2.0,0.03455448435361452,0.9246976452640064,2.0893211570736905,6.313882135929687,0.6062041658864101,0
197,0.04,2.0,0.03325551229498336,0.9246976452640064,2.0893211570736905,6.313882135929687,0.703491932641543,0
198,0.04,2.0,0.03598251733358904,0.9246976452640064,2.0893211570736905,6.313882135929687,0.4080056646288134,0
199,0.04,2.0,0.045009181192757985,0.9246976452640064,2.0893211570736905,6.313882135929687,0.652308323109341,0
200,0.04,2.0,0.0462991520311562,0.9246976452640064,2.0893211570736905,6.313882135929687,0.6749793488728462,1
201,0.04,2.0,0.043141143768957946,0.9246976452640064,2.0893211570736905,6.313882135929687,0.7018103544336667,0
202,0.04,2.0,0.04468602699277158,0.9246976452640064,2.0893211570736905,6.313882135929687,0.5507638281764817,0
203,0.04,2.0,0.013077176503326848,0.9246976452640064,2.0893211570736905,6.313882135929687,0.6832139156232359,0
204,0.04,2.0,0.02173493194396192,0.9246976452640064,2.0893211570736905,6.313882135929687,0.7187884924626794,0
205,0.04,2.0,0.01834810986561064,0.9246976452640064,2.0893211570736905,6.313882135929687,0.6800585709189202,0
206,0.04,2.0,0.0385369782090601,0.9246976452640064,2.0893211570736905,6.313882135929687,0.6341154890497028,0
207,0.04,2.0,0.0386365114456475,0.9246976452640064,2.0893211570736905,6.313882135929687,0.6553775014356249,0
208,0.04,2.0,0.04457707572919589,0.9246976452640064,2.0893211570736905,6.313882135929687,0.6640636616616797,0
209,0.04,2.0,0.02712659268932871,0.9246976452640064,2.0893211570736905,6.313882135929687,0.6415745574728333,1
210,0.04,2.0,0.04730029819721948,0.9246976452640064,2.0893211570736905,6.313882135929687,0.3795815885210453,0
211,0.04,2.0,0.032495117726197176,0.9246976452640064,2.0893211570736905,6.313882135929687,0.5075291058854006,0
212,0.04,2.0,0.03819937854045019,0.9246976452640064,2.0893211570736905,6.313882135929687,0.6137230835839604,0
213,0.04,2.0,0.046783899191730205,0.9246976452640064,2.0893211570736905,6.313882135929687,0.7322519364940463,0
214,0.04,2.0,0.038224491081457534,0.9246976452640064,2.0893211570736905,6.313882135929687,0.5787064859902527,0
215,0.04,2.0,0.03942562466788613,0.9246976452640064,2.0893211570736905,6.313882135929687,0.49365250467242494,0
216,0.04,2.0,0.044562201469328544,0.9246976452640064,2.0893211570736905,6.313882135929687,0.585051470372459,1
217,0.04,2.0,0.05030439932299302,0.9246976452640064,2.0893211570736905,6.313882135929687,0.6776368317751871,0
218,0.04,2.0,0.040780087828406586,0.9246976452640064,2.0893211570736905,6.313882135929687,0.6949440278975758,0
219,0.04,2.0,0.04156895857163678,0.9246976452640064,2.0893211570736905,6.313882135929687,0.586086244658819,0
220,0.04,2.0,0.044609603269434306,0.9246976452640064,2.0893211570736905,6.313882135929687,0.6621909132319695,0
221,0.04,2.0,0.0460609287348559,0.9246976452640064,2.0893211570736905,6.313882135929687,0.35375613515280735,0
222,0.04,2.0,0.032485718114695805,0.9246976452640064,2.0893211570736905,6.313882135929687,0.6860609306388743,0
223,0.04,2.0,0.028939585742401297,0.9246976452640064,2.0893211570736905,6.313882135929687,0.6382064756597707,0
224,0.04,2.0,0.03235079960307341,0.9246976452640064,2.0893211570736905,6.313882135929687,0.6816946138012707,0
225,0.04,2.0,0.04178408705812098,0.9246976452640064,2.0893211570736905,6.313882135929687,0.5639975898678324,0
226,0.04,2.0,0.04071623561804638,0.9246976452640064,2.0893211570736905,6.313882135929687,0.5732783845952052,0
227,0.04,2.0,0.04637674981469675,0.9246976452640064,2.0893211570736905,6.313882135929687,0.6938327409527345,0
228,0.04,2.0,0.039307415989944694,0.9246976452640064,2.0893211570736905,6.313882135929687,0.5929963198288438,0
229,0.04,2.0,0.0354108534903006,0.9246976452640064,2.0893211570736905,6.313882135929687,0.704715321848534,0
230,0.04,2.0,0.033032039540335845,0.9246976452640064,2.0893211570736905,6.313882135929687,0.5319187389814721,0
231,0.04,2.0,0.04186473938665469,0.9246976452640064,2.0893211570736905,6.313882135929687,0.627776435043893,0
232,0.04,2.0,0.03949005695160257,0.9246976452640064,2.0893211570736905,6.313882135929687,0.6762480575068455,0
233,0.04,2.25,0.04445438615462671,0.9458389030354946,4.441684843510358,12.415382783032655,0.6667270046273095,0
234,0.04,2.25,0.05358507637375065,0.9458389030354946,4.441684843510358,12.415382783032655,0.7359660723998915,0
235,0.04,2.25,0.05959636351236486,0.9458389030354946,4.441684843510358,12.415382783032655,0.6830449642949394,0
236,0.04,2.25,0.044177295789910254,0.9458389030354946,4.441684843510358,12.415382783032655,0.7495068625827072,0
237,0.04,2.25,0.05694005572499883,0.9458389030354946,4.441684843510358,12.415382783032655,0.6784758059528206,0
238,0.04,2.25,0.059632146098208105,0.9458389030354946,4.441684843510358,12.415382783032655,0.5601682091281637,0
239,0.04,2.25,0.04607818167911848,0.9458389030354946,4.441684843510358,12.415382783032655,0.5582573591560915,0
240,0.04,2.25,0.06197223608358193,0.9458389030354946,4.441684843510358,12.415382783032655,0.7301284424696712,0
241,0.04,2.25,0.045509140936228265,0.9458389030354946,4.441684843510358,12.415382783032655,0.6696743827875788,0
242,0.04,2.25,0.04628510942769637,0.9458389030354946,4.441684843510358,12.415382783032655,0.5870405722523178,0
243,0.04,2.25,0.06410130520479851,0.9458389030354946,4.441684843510358,12.415382783032655,0.7097750600629845,0
244,0.04,2.25,0.04163996364581246,0.9458389030354946,4.441684843510358,12.415382783032655,0.6656186158918491,0
245,0.04,2.25,0.058326257289220695,0.9458389030354946,4.441684843510358,12.415382783032655,0.7096416862854067,1
246,0.04,2.25,0.06379888503402897,0.9458389030354946,4.441684843510358,12.415382783032655,0.6176551283837445,0
247,0.04,2.25,0.030219502019185107,0.9458389030354946,4.441684843510358,12.415382783032655,0.7143920419420052,0
248,0.04,2.25,0.04833564926333622,0.9458389030354946,4.441684843510358,12.415382783032655,0.6754597809061134,0
249,0.04,2.25,0.060598830515094626,0.9458389030354946,4.441684843510358,12.415382783032655,0.653100273988189,0
250,0.04,2.25,0.06900966331508851,0.9458389030354946,4.441684843510358,12.415382783032655,0.5675667806678584,0
